record_id,complaint_num,pdf_filename,pdf_url,block_position,offense,date,location,lat,long,zone_id,zone_name,year,month,day,date_str
13847,24-01351,weekend_summary_08-11_march_2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/weekend_summary_08-11_march_2024.pdf,11,BURGLARY ARREST,2024-03-10,500 BLOCK OF MADISON,41.879479,-87.79965399999999,5,Zone 5,2024,3,10,2024-03-10
13848,24-00231,weekend_summary_12-15_january_2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/weekend_summary_12-15_january_2024.pdf,2,MOTOR VEHICLE THEFT,2024-01-13,500 BLOCK OF MADISON,41.879479,-87.79965399999999,5,Zone 5,2024,1,13,2024-01-13
13849,23-06132,summary_report_28-september-2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_28-september-2023.pdf,4,MOTOR VEHICLE THEFT,2023-09-27,1000 BLOCK OF SCOVILLE,41.870693,-87.78810399999999,7,Zone 7,2023,9,27,2023-09-27
13850,23-01162,summary_report_27-feb-2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/summary_report_27-feb-2023.pdf,15,RETAIL THEFT,2023-02-26,717 LAKE ST.,41.8884794,-87.7936916,3,Zone 3,2023,2,26,2023-02-26
13851,22-5749,summary_20sep2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_20sep2022.pdf,7,THEFT,2022-09-19,200 BLOCK OF SOUTH BLVD.,41.8869836,-87.7830967,4,Zone 4,2022,9,19,2022-09-19
13852,21-3664,24_hour_summary_report_22_june_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_22_june_2021.pdf,6,THEFT,2021-06-21,500 BLOCK OF W. HARRISON ST.,41.8744053,-87.63972489999999,,,2021,6,21,2021-06-21
13853,21-3430,24_hour_summary_report_15_june_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_15_june_2021.pdf,2,THEFT,2021-06-06,259 W. LAKE ST.,41.8879251,-87.7826358,3,Zone 3,2021,6,6,2021-06-06
13854,21-543,24_hour_summary_report_27_jan_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_27_jan_2021.pdf,0,THEFT,2021-01-25,300 BLOCK OF S. HUMPHREY AVE.,41.883864,-87.7760835,4,Zone 4,2021,1,25,2021-01-25
13855,19-7290,weekend_summary_report_13_dec_-_16_dec_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/weekend_summary_report_13_dec_-_16_dec_2019.pdf,8,RETAIL THEFT ARREST,2019-12-13,400 BLOCK OF S. HARVEY AVE.,41.881769,-87.78124389999999,4,Zone 4,2019,12,13,2019-12-13
13856,19-06349,24_hour_summary_report_31_oct_2019_2.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/24_hour_summary_report_31_oct_2019_2.pdf,2,THEFT,2019-10-28,800 BLOCK OF SOUTH BLVD.,41.886887,-87.7944486,4,Zone 4,2019,10,28,2019-10-28
13857,19-05372,weekend_summary_report_16_sep_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/weekend_summary_report_16_sep_2019.pdf,13,DOMESTIC BATTERY ARREST,2019-09-14,600 BLOCK OF N. ELMWOOD,41.8963886,-87.7865705,2,Zone 2,2019,9,14,2019-09-14
13858,19-01427,weekend_summary_report_25_mar_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/weekend_summary_report_25_mar_2019.pdf,4,THEFT,2019-03-21,800 BLOCK OF LAKE,41.8898955,-87.79562949999999,3,Zone 3,2019,3,21,2019-03-21
13859,19-00121,24_hour_summary_report_08_jan_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/24_hour_summary_report_08_jan_2019.pdf,5,THEFT ARREST,2019-01-07,700 BLOCK OF MADISON,41.8800992,-87.79284109999999,4,Zone 4,2019,1,7,2019-01-07
13860,18-07905,24_hour_summary_report_11_dec_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_11_dec_2018.pdf,2,THEFT,2018-12-05,1000 BLOCK OF WASHINGTON BLVD,41.8814843,-87.79993139999999,5,Zone 5,2018,12,5,2018-12-05
13861,18-07042,24_hour_summary_report_01_nov_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_01_nov_2018.pdf,5,THEFT,2018-10-31,300 BLOCK OF SOUTH KENILWORTH,41.883249,-87.79665120000001,5,Zone 5,2018,10,31,2018-10-31
13862,18-6484,weekend_summary_report_08_oct_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_08_oct_2018.pdf,12,RETAIL THEFT ARREST,2018-10-07,200 BLOCK OF LAKE,41.8885093,-87.7800835,3,Zone 3,2018,10,7,2018-10-07
13863,18-5656,24_hour_summary_report_04_sep_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_04_sep_2018.pdf,1,BATTERY ARREST,2018-09-03,400 BLOCK OF MADISON,41.88026,-87.784717,4,Zone 4,2018,9,3,2018-09-03
13864,18-5390,weekend_summary_report_27_aug_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_27_aug_2018.pdf,4,RETAIL THEFT ARREST,2018-08-24,200 BLOCK OF LAKE,41.8885093,-87.7800835,3,Zone 3,2018,8,24,2018-08-24
13865,18-4963,24_hour_summary_report_08aug_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_08aug_2018.pdf,7,DOMESTIC BATTERY ARREST,2018-08-07,200 BLOCK OF LAKE ST.,41.8885093,-87.7800835,3,Zone 3,2018,8,7,2018-08-07
13866,18-4327,24_hour_summary_report_20jul_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_20jul_2018.pdf,5,FORGERY ARREST,2018-07-18,100 BLOCK OF CLINTON,41.88673379999999,-87.79827399999999,5,Zone 5,2018,7,18,2018-07-18
13867,18-01588,weekend_summary_report_19_march_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_19_march_2018.pdf,16,CRIMINAL TRESPASS ARREST,2018-03-18,700 BLOCK LAKE ST - COURAGEOUS BAKERY,41.8885831,-87.7926956,3,Zone 3,2018,3,18,2018-03-18
13868,18-013191801301,weekend_summary_report_12_march_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_12_march_2018.pdf,5,BATTERY ARRESTS,2018-03-10,123 MADISON,41.8793279,-87.77910039999999,6,Zone 6,2018,3,10,2018-03-10
13869,18-1220,weekend_summary_report_05_march_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_05_march_2018.pdf,2,POSSESSION OF CANNABIS ARREST,2018-03-02,200 BLOCK N. SCOVILLE AV,41.8905371,-87.7876088,3,Zone 3,2018,3,2,2018-03-02
13870,18-00867,24_hour_summary_report_13_february_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_13_february_2018.pdf,0,DOMESTIC BATTERY ARREST,2018-02-12,700 BLOCK WOODBINE,41.8982038,-87.7988674,2,Zone 2,2018,2,12,2018-02-12
13871,18-872,24_hour_summary_report_13_february_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_13_february_2018.pdf,2,MISSING RETURNED,2018-02-13,1000 S TAYLOR,41.8705704,-87.77777119999999,7,Zone 7,2018,2,13,2018-02-13
13872,18-785,24_hour_summary_report_08_february_2018_v2.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_08_february_2018_v2.pdf,7,DOMESTIC BATTERY ARREST,2018-02-07,1100 BLOCK MADISON,41.8798192,-87.8025401,5,Zone 5,2018,2,7,2018-02-07
13873,24-70420,summary_report_11december2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_11december2024.pdf,3,RECOVERED STOLEN AUTO,2024-12-10,0 - 100 BLOCK OF CHICAGO,41.8948589,-87.7787318,1,Zone 1,2024,12,10,2024-12-10
13874,24-07018,summary_report_20november_2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_20november_2024.pdf,2,THEFT,2024-11-18,300 BLOCK OF S. KENILWORTH,41.883249,-87.79665120000001,5,Zone 5,2024,11,18,2024-11-18
13875,24-02611,weekend_summary_report_10may_-_13may2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/weekend_summary_report_10may_-_13may2024.pdf,16,THEFT,2024-05-08,200 BLOCK OF N SCOVILLE.,41.8905371,-87.7876088,3,Zone 3,2024,5,8,2024-05-08
13876,24-02414,summary_report_03-may-2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_03-may-2024.pdf,4,THEFT,2024-05-02,700 BLOCK OF LAKE,41.8885831,-87.7926956,3,Zone 3,2024,5,2,2024-05-02
13877,24-02152,weekend_summary_18april_-_22april_2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/weekend_summary_18april_-_22april_2024.pdf,13,RETAIL THEFT ARREST,2024-04-19,1100 BLOCK OF LAKE,41.8889519,-87.80295470000002,3,Zone 3,2024,4,19,2024-04-19
13878,24-01899,summary_report_10-april-2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_10-april-2024.pdf,0,THEFT,2024-04-08,900 BLOCK OF N. AUSTIN,41.8967969,-87.7756438,1,Zone 1,2024,4,8,2024-04-08
13879,21-6132,24_hour_summary_report_06oct2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_06oct2021.pdf,0,THEFT,2021-10-02,100 BLOCK OF FOREST AVE.,41.888179,-87.799925,3,Zone 3,2021,10,2,2021-10-02
13880,21-2186,24_hour_summary_report_16_apr_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_16_apr_2021.pdf,5,THEFT OF MOTOR VEHICLE,2021-04-15,800 BLOCK OF S OAK PARK,41.8741647,-87.7938147,6,Zone 6,2021,4,15,2021-04-15
13881,21-0986,24_hour_summary_report_17_feb_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_17_feb_2021.pdf,1,THEFT,2021-02-06,100 BLOCK OF N. KENILWORTH AVE.,41.88722629999999,-87.7971309,3,Zone 3,2021,2,6,2021-02-06
13882,20-6877,weekend_summary_report_27_nov_-_30_nov_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/weekend_summary_report_27_nov_-_30_nov_2020.pdf,1,THEFT,2020-11-27,200 BLOCK S EAST AVE.,41.8849899,-87.7891306,4,Zone 4,2020,11,27,2020-11-27
13883,20-05026,24_hour_summary_report_08_sep_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_08_sep_2020.pdf,0,THEFT,2020-09-07,1000 BLOCK OF GUNDERSON,41.8706453,-87.7863055,7,Zone 7,2020,9,7,2020-09-07
13884,20-04354,24_hour_summary_report_11_aug_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_11_aug_2020.pdf,4,THEFT,2020-08-10,400 BLOCK OF HOME,41.8694979,-87.80316409999999,8,Zone 8,2020,8,10,2020-08-10
13885,20-03204,24_hour_summary_report_26_june_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_26_june_2020.pdf,3,RETAIL THEFT ARREST,2020-06-25,200 BLOCK OF HARVARD ST.,41.8690493,-87.7791853,7,Zone 7,2020,6,25,2020-06-25
13886,20-02270,24_hour_summary_report_14_may_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_14_may_2020.pdf,1,THEFT,2020-05-12,400 BLOCK OF MADISON,41.88026,-87.784717,4,Zone 4,2020,5,12,2020-05-12
13887,20-01621,24_hour_summary_report_31_mar_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_31_mar_2020.pdf,1,ASSAULT ARREST,2020-03-30,500 BLOCK OF MADISON,41.879479,-87.79965399999999,5,Zone 5,2020,3,30,2020-03-30
13888,20-606,24_hour_summary_report_06_feb_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_06_feb_2020.pdf,0,ATTEMPT BURGLARY,2020-02-05,1100 BLOCK OF S. CUYLER AVE.,41.8688662,-87.7825623,7,Zone 7,2020,2,5,2020-02-05
13889,19-7245,24_hour_summary_report_12_dec_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/24_hour_summary_report_12_dec_2019.pdf,10,RETAIL THEFT ARREST,2019-12-12,400 BLOCK OF S. EUCLID AVE.,41.8815853,-87.7926676,4,Zone 4,2019,12,12,2019-12-12
13890,18-07247,weekend_summary_report_12_nov_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_12_nov_2018.pdf,0,TRANSMISSION OF OBSCENE MESSAGES ARREST,2018-11-09,200 BLOCK OF NORTH SCOVILLE,41.8905371,-87.7876088,3,Zone 3,2018,11,9,2018-11-09
13891,18-4179,weekend_summary_report_09_jul_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_09_jul_2018.pdf,6,THEFT OF BICYCLE,2018-07-06,5OO BLOCK OF CLINTON,41.8802799,-87.7984096,5,Zone 5,2018,7,6,2018-07-06
13892,18-4056,weekend_summary_report_02_jul_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_02_jul_2018.pdf,23,THEFT,2018-07-01,1000 BLOCK OF MADISON,41.879845,-87.80009299999999,5,Zone 5,2018,7,1,2018-07-01
13893,18-2298,weekend_summary_report_24_april_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_24_april_2018.pdf,3,RETAIL THEFT ARREST,2018-04-20,500 BLOCK S. OAK PARK--WALGREENS,41.87977069999999,-87.7942529,5,Zone 5,2018,4,20,2018-04-20
13894,18-2060,24_hour_summary_report_10_april_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_10_april_2018.pdf,0,RETAIL THEFT ARREST,2018-04-09,800 BLOCK MADISON ST - WALGREEN'S,41.8799933,-87.7945661,5,Zone 5,2018,4,9,2018-04-09
13895,18-1577,weekend_summary_report_19_march_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_19_march_2018.pdf,14,THEFT,2018-03-17,1100 BLOCK LAKE (BAR LOUIE),41.8889519,-87.80295470000002,3,Zone 3,2018,3,17,2018-03-17
13896,25-04629,summary-report-27-august-2025.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2025/08-august/summary-report-27-august-2025.pdf,2,THEFT,2025-08-26,900 BLOCK OF S. OAK PARK,41.8718891,-87.7937042,8,Zone 8,2025,8,26,2025-08-26
13897,24-06761,summary_report_07november_2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_07november_2024.pdf,0,THEFT OF MOTOR VEHICLE PARTS,2024-10-30,900 BLOCK OF LAKE,41.8886985,-87.7975111,3,Zone 3,2024,10,30,2024-10-30
13898,24-06194,weekend_summary_report_11october_-_14october2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/weekend_summary_report_11october_-_14october2024.pdf,16,THEFT,2024-10-13,6200 BLOCK OF ROOSEVELT,41.8655433,-87.7792645,7,Zone 7,2024,10,13,2024-10-13
13899,24-03144,summary_report_06-june-2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_06-june-2024.pdf,4,THEFT,2024-06-05,200 BLOCK OF N. SCOVILLE,41.8905371,-87.7876088,3,Zone 3,2024,6,5,2024-06-05
13900,24-02956,summary_report_29-may-2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_29-may-2024.pdf,11,MOTOR VEHICLE THEFT,2024-05-28,1000 BLOCK OF LAKE,41.8890198,-87.8004926,3,Zone 3,2024,5,28,2024-05-28
13901,24-02919,summary_report_28-may-2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_28-may-2024.pdf,0,THEFT,2024-05-26,100 BLOCK OF FOREST,41.89332539999999,-87.7812524,3,Zone 3,2024,5,26,2024-05-26
13902,24-02477,weekend_summary_report_03may_-_06may2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/weekend_summary_report_03may_-_06may2024.pdf,10,WARRANT ARREST,2024-05-05,200 BLOCK OF MADISON,41.880288,-87.7798224,4,Zone 4,2024,5,5,2024-05-05
13903,24-01735,weekend_summary_29march_-_01april_2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/weekend_summary_29march_-_01april_2024.pdf,4,BIKE THEFT,2024-03-30,800 BLOCK OF LAKE ST,41.8898955,-87.79562949999999,3,Zone 3,2024,3,30,2024-03-30
13904,24-01354,weekend_summary_08-11_march_2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/weekend_summary_08-11_march_2024.pdf,12,THEFT,2024-03-10,1100 BLOCK OF N. EUCLID,41.90577529999999,-87.79336889999999,2,Zone 2,2024,3,10,2024-03-10
13905,23-07425,weekend_summary_24-27_nov_2023.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2023/weekend_summary_24-27_nov_2023.pdf,3,ATTEMPT MOTOR VEHICLE THEFT,2023-11-25,1400 BLOCK OF N. AUSTIN,41.9058862,-87.77548550000002,1,Zone 1,2023,11,25,2023-11-25
13906,55-5669,summary_19sep2022.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2022/summary_19sep2022.pdf,1,THEFT FROM AUTO,2022-09-16,1100 BLOCK OF LYMAN AVE.,41.8689624,-87.77646949999999,7,Zone 7,2022,9,16,2022-09-16
13907,21-00384,24_hour_summary_report_20_jan_2021.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2021/24_hour_summary_report_20_jan_2021.pdf,0,THEFT,2021-01-18,900 BLOCK OF HOME AVE,41.8723645,-87.7992227,8,Zone 8,2021,1,18,2021-01-18
13908,20-2998,24_hour_summary_report_17_june_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_17_june_2020.pdf,1,THEFT,2020-06-16,500 BLOCK OF LYMAN,41.879852,-87.776755,6,Zone 6,2020,6,16,2020-06-16
13909,20-00353,24_hour_summary_report_22_jan_2020.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2020/24_hour_summary_report_22_jan_2020.pdf,4,WARRANT ARREST,2020-01-21,500 BLOCK OF S. AUSTIN,41.873574,-87.77478099999999,6,Zone 6,2020,1,21,2020-01-21
13910,19-7606,weekend_summary_report_27_dec_-_30_dec_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/weekend_summary_report_27_dec_-_30_dec_2019.pdf,9,THEFT,2019-12-22,100 BLOCK OF SOUTH BLVD.,41.887072,-87.77646279999999,4,Zone 4,2019,12,22,2019-12-22
13911,19-7387,24_hour_summary_report_19_dec_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/24_hour_summary_report_19_dec_2019.pdf,2,RETAIL THEFT ARREST,2019-12-18,600 BLOCK OF GUNDERSON AVE.,41.8779334,-87.7865664,6,Zone 6,2019,12,18,2019-12-18
13912,19-7232,24_hour_summary_report_12_dec_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/24_hour_summary_report_12_dec_2019.pdf,3,THEFT,2019-12-09,600 BLOCK OF LYMAN AVE.,41.8780393,-87.77676509999999,6,Zone 6,2019,12,9,2019-12-09
13913,19-06620,24_hour_summary_report_12_nov_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/24_hour_summary_report_12_nov_2019.pdf,1,THEFT,2019-11-11,900 BLOCK OF N. HUMPHREY AVE.,41.9021036,-87.77628059999999,1,Zone 1,2019,11,11,2019-11-11
13914,19-5035,weekend_summary_report_02_sep_2019.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2019/weekend_summary_report_02_sep_2019.pdf,7,THEFT,2019-08-30,500 BLOCK OF LAKE,41.8884301,-87.78796179999999,3,Zone 3,2019,8,30,2019-08-30
13915,18-07506,24_hour_summary_report_22_nov_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_22_nov_2018.pdf,0,BURGLARY ARREST,2018-11-21,1200 BLOCK OF HAYES,41.9074922,-87.7794586,1,Zone 1,2018,11,21,2018-11-21
13916,18-6122,weekend_summary_report_24_sep_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_24_sep_2018.pdf,10,DUI ARREST,2018-09-22,1100 BLOCK OF WASHINGTON,41.86669,-87.806448,,,2018,9,22,2018-09-22
13917,18-5453,24_hour_summary_report_28_aug_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_28_aug_2018.pdf,1,THEFT ARREST,2018-08-27,100 BLOCK OF NORTH EAST,41.90903489999999,-87.79034829999999,2,Zone 2,2018,8,27,2018-08-27
13918,18-4599,24_hour_summary_report_25jul_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_25jul_2018.pdf,5,THEFT,2018-07-24,1100 BLOCK OF LAKE,41.8889519,-87.80295470000002,3,Zone 3,2018,7,24,2018-07-24
13919,18-4192,weekend_summary_report_09_jul_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_09_jul_2018.pdf,9,RETAIL THEFT ARREST,2018-07-07,200 BLOCK OF LAKE,41.8885093,-87.7800835,3,Zone 3,2018,7,7,2018-07-07
13920,18-4112,24_hour_summary_report_05_jul_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_05_jul_2018.pdf,0,THEFT,2018-07-04,1000 BLOCK OF PLEASANT PLACE,41.8842515,-87.801279,5,Zone 5,2018,7,4,2018-07-04
13921,18-3373,24_hour_summary_report_05_june_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_05_june_2018.pdf,9,THEFT FROM MOTOR VEHICLE,2018-06-04,200 BLOCK OF SOUTH MAPLE,41.884922,-87.803603,5,Zone 5,2018,6,4,2018-06-04
13922,18-2957,weekend_summary_report_21_may_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_21_may_2018.pdf,4,DUI ARREST,2018-05-18,100 BLOCK OF ADAMS,41.89332539999999,-87.7812524,3,Zone 3,2018,5,18,2018-05-18
13923,18-02793,weekend_summary_report_14_may_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_14_may_2018.pdf,1,THEFT,2018-05-09,6300 BLOCK OF NORTH AVE,41.909537,-87.7839723,2,Zone 2,2018,5,9,2018-05-09
13924,18-02628,weekend_summary_report_07_may_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_07_may_2018.pdf,0,THEFT ARREST,2018-05-04,100 BLOCK OF WASHINGTON,41.881373,-87.8056109,,,2018,5,4,2018-05-04
13925,18-2597,24_hour_summary_report_03_may_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_03_may_2018.pdf,2,CRIMINAL DAMAGE TO PROPERTY,2018-05-02,600 BLOCK OF ROOSEVELT RD.,41.867633,-87.6425216,,,2018,5,2,2018-05-02
13926,18-1948,24_hour_summary_report_05_april_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_05_april_2018.pdf,2,CRIMINAL DAMAGE TO PROPERTY,2018-04-04,1100 BLOCK N. LINDEN AV,41.9058014,-87.79214569999999,2,Zone 2,2018,4,4,2018-04-04
13927,18-1661,24_hour_summary_report_22_march_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_22_march_2018.pdf,5,THEFT,2018-03-21,300 BLOCK S. TAYLOR AV,41.8838589,-87.7776904,4,Zone 4,2018,3,21,2018-03-21
13928,18-1124,weekend_summary_report_26_february_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/weekend_summary_report_26_february_2018.pdf,11,DOMESTIC BATTERY ARREST,2018-02-25,1100 BLOCK S TAYLOR,41.868938,-87.7776275,7,Zone 7,2018,2,25,2018-02-25
13929,18-1032,24_hour_summary_report_21_february_2018.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2018/24_hour_summary_report_21_february_2018.pdf,2,RETAIL THEFT ARREST,2018-02-20,800 BLOCK MADISON (WALGREENS),41.8800012,-87.7945589,5,Zone 5,2018,2,20,2018-02-20
13930,26-00732,weekend-summary-report-06-february-2026-09-february-2026.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2026/02-february/weekend-summary-report-06-february-2026-09-february-2026.pdf,7,BATTERY ARREST,2026-02-08,1100 BLOCK OF SOUTH BLVD.,41.8867347,-87.8032958,5,Zone 5,2026,2,8,2026-02-08
13931,25-04419,weekend-summary-report-15august2025-18august2025.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2025/08-august/weekend-summary-report-15august2025-18august2025.pdf,4,BATTERY ARREST,2025-08-16,7100 BLOCK OF ROOSEVELT,41.8653467,-87.8022299,8,Zone 8,2025,8,16,2025-08-16
13932,24-06395,summary_report_22-october-2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/summary_report_22-october-2024.pdf,5,THEFT,2024-10-18,300 BLOCK OF S. KENILWORTH,41.883249,-87.79665120000001,5,Zone 5,2024,10,18,2024-10-18
13933,24-05597,weekend_summary_report_20september_-_24september2024.pdf,https://www.oak-park.us/files/assets/oakpark/v/1/police-department/activity-reports/2024/weekend_summary_report_20september_-_24september2024.pdf,2,THEFT,2024-09-19,1100 BLOCK OF NORTH BLVD.,41.8873109,-87.8014462,3,Zone 3,2024,9,19,2024-09-19
